RA,Dec,MagV,Identifier
298.6674995437676,+07.1403525002897,6.127,HIP 97970
298.8283023458,+06.4067618058,3.71,HIP 98036
306.3559475683737,+06.6418044776639,6.75,HIP 100734
306.1384965401919,+05.5094634907905,7.24,HIP 100654
305.7945572828591,+05.3429789628543,5.301,HIP 100541
308.4996759834999,+04.8986709470938,6.418,HIP 101489
309.3908117343885,+06.5009316477395,7.14,HIP 101771
311.9513880522234,+06.0082073425419,5.64,HIP 102633
310.9171613915972,+05.3902031545726,6.69,HIP 102299
312.4962141291408,+05.5445813222318,6.188,HIP 102833
313.91949225,+04.53272137,6.05,HIP 103301
314.4536241865061,+04.1954867103983,6.81,HIP 103472
225.0778087769086,+07.6482860049555,7,HIP 73424
228.9731850610453,+06.4648380950966,6.46,HIP 74695
231.0827045888921,+08.4815746827260,7.05,HIP 75394
232.7309721154945,+08.5790907181782,6.563,HIP 75971
238.6678112082899,+08.5803370753412,6.266,HIP 77910
238.8399671329895,+09.2234292209672,6.88,HIP 77966
236.6108934547706,+07.3530671242901,4.42,HIP 77257
241.4080819722798,+08.0962496887572,6.269,HIP 78840
241.9064106700278,+09.8917403994767,5.635,HIP 79007
242.1169844913641,+08.5343101525905,5.73,HIP 79072
242.1521367590424,+08.6131731833400,6.59,HIP 79086
242.8740080095043,+09.7120264706194,6.511,HIP 79337
243.6760047148345,+07.8582425173688,6.58,HIP 79608
246.1005630552415,+10.2543316386080,6.92,HIP 80372
246.4196473546954,+09.3706244537342,6.72,HIP 80479
246.6716578362629,+09.2728900458268,6.66,HIP 80546
246.5522975823027,+08.5128222595361,7.06,HIP 80517
247.9852328286186,+09.4143826844063,6.5,HIP 80964
247.8775994109363,+08.2940995025642,6.964,HIP 80926
248.3918423729492,+10.3690225017347,6.73,HIP 81073
248.6153977859945,+08.6739847582936,6.86,HIP 81150
252.7628424056608,+09.8789303670362,7.21,HIP 82456
252.4922204052069,+09.4213420811689,6.92,HIP 82373
251.4578834563600,+08.5826097347377,5.15,HIP 82073
253.5019646342,+10.1653606264,4.38,HIP 82673
255.6382653552148,+09.8201879118220,7.02,HIP 83388
255.49573534,+08.45066584,6.39,HIP 83342
254.4170743746,+09.3750312767,3.2,HIP 83000
256.5302412316064,+08.6231779262511,6.95,HIP 83675
256.5543683182482,+10.4538768311737,6.38,HIP 83688
257.4211827066677,+10.0386859130617,7.017,HIP 83953
258.1158478466790,+10.5851508004255,5.34,HIP 84177
256.5401884944023,+09.7338657582671,6.375,HIP 83677
256.7859909902339,+09.0089380470680,7.28,HIP 83764
259.6541239257833,+10.8644731401749,5.02,HIP 84671
260.6149633149428,+10.1960847997152,7.07,HIP 85006
260.4605013867478,+09.7359187604016,7.17,HIP 84955
260.8327172201248,+09.4667633736367,7.18,HIP 85083
261.3281791610041,+08.9246665083897,6.68,HIP 85259
260.9927496729491,+08.6045697616040,7.23,HIP 85143
260.9900676992895,+08.8525698186574,5.763,HIP 85139
261.9336529350932,+08.4420357557527,6.485,HIP 85450
262.1990212400272,+10.5340310238645,7.06,HIP 85534
262.5926419565660,+10.7683194333049,7.1,HIP 85664
264.2091741970334,+10.5745316809713,7.27,HIP 86193
263.6528939617693,+09.5866945738752,5.81,HIP 85998
266.3636003414688,+11.1446982703749,6.96,HIP 86906
267.0005578107013,+09.7820737371787,7.29,HIP 87120
267.5385215293067,+09.8482726881204,6.725,HIP 87289
267.7675080906756,+08.5308260869731,6.96,HIP 87363
269.3624346473933,+11.0445421576823,6.327,HIP 87910
270.1834354602379,+09.5640038028947,7.01,HIP 88204
270.0525995001333,+08.8559714390472,6.89,HIP 88144
271.8374330392,+09.5638472500,3.73,HIP 88771
271.9482452581219,+09.8489319899995,6.65,HIP 88812
271.8264953514619,+08.7338661365661,4.64,HIP 88765
273.4091470157146,+10.8260810826474,7.1,HIP 89331
277.4880442663523,+10.4830107689866,6.91,HIP 90665
278.6978896540601,+10.8920087939532,6.47,HIP 91090
280.9645783379165,+10.9011440500154,6.58,HIP 91882
279.1159775019758,+09.1224911287844,5.39,HIP 91217
279.9153421779033,+08.7328121735445,7.01,HIP 91503
280.1920875046770,+08.7929050096131,7.22,HIP 91594
280.9635437299777,+08.6250585884588,7.14,HIP 91881
280.0941985798111,+08.8684535498140,6.92,HIP 91571
279.5880488184934,+08.8341108938832,6.4,HIP 91389
282.68979847,+10.97638807,6.36,HIP 92475
283.5913669187085,+10.8083337085993,6.536,HIP 92779
284.8222556753975,+10.1410016801463,6.75,HIP 93218
286.2856067596413,+09.6421324166677,6.88,HIP 93732
285.5898575740181,+08.3735346325484,6.271,HIP 93488
286.5927127109687,+08.2300001225696,6.09,HIP 93820
287.3417051551320,+10.2411786157886,7.14,HIP 94103
287.7072069990479,+10.3457849456131,7.09,HIP 94220
288.8068016605824,+10.2124040321387,7.1,HIP 94612
288.4732725017442,+09.0332240699958,7.07,HIP 94486
289.7198006217919,+09.6180674019189,6.311,HIP 94916
290.7014623966699,+09.9131497444958,6.346,HIP 95253
290.9113560788155,+08.6600013858713,7.06,HIP 95325
293.05287648,+09.33428175,7.05,HIP 96092
293.5463678796,+07.7857663367,6.88,HIP 96241
295.6911488056617,+08.3827620653717,6.83,HIP 96979
296.0074886450667,+09.5176262992480,6.544,HIP 97101
297.8238681020196,+09.6298907249928,6.233,HIP 97697
296.1720733573374,+08.7265363600182,6.428,HIP 97144
297.5728290503777,+07.9024150163235,6.478,HIP 97607
297.69582730,+08.86832120,0.76,HIP 97649
296.4164471647739,+07.6131562873701,5.91,HIP 97229
298.0391103566063,+07.4600444907260,7.13,HIP 97779
298.6469630986420,+09.7673953012102,7.27,HIP 97964
298.5620087017121,+08.4614519966247,4.707,HIP 97938
299.2270308193540,+08.4475093624668,7.27,HIP 98158
300.2457343278862,+08.5577351967281,5.91,HIP 98526
299.6359044797325,+07.9206766166724,6.77,HIP 98314
300.0340910973778,+07.7606193365346,7.23,HIP 98442
301.0346460764308,+07.2779640313467,5.508,HIP 98823
302.5324524399788,+08.4434032997256,6.598,HIP 99367
302.8358037636521,+08.7171462637324,7.01,HIP 99477
301.6615058693883,+07.5761239517765,7.106,HIP 99055
303.0082971890744,+07.6844527496131,7.24,HIP 99533
304.2518461572447,+08.9632195286416,6.49,HIP 99985
306.1595873566528,+08.5974821439310,6.79,HIP 100666
305.1070040650986,+07.6147793299706,7.24,HIP 100281
307.0314155974389,+08.4374481211443,6.229,HIP 100953
308.6325377041138,+06.8780889066717,6.99,HIP 101526
308.8735125972551,+06.9470816525168,6.52,HIP 101607
309.9993471776544,+08.4470154802508,6.84,HIP 101979
312.0894737438734,+07.5942238249679,7.1,HIP 102674
311.4875122785497,+07.3791171934037,6.97,HIP 102474
311.9112198160004,+06.9760168363442,7.28,HIP 102612
310.9124477556870,+06.5782049738142,7.19,HIP 102297
310.5244993978981,+06.5075999591043,7.07,HIP 102166
312.4510847488594,+07.8641844339723,6.318,HIP 102819
314.4988054717240,+08.0623480616222,6.95,HIP 103483
226.8302885979098,+08.9584901998441,6.85,HIP 73998
227.9487641014219,+10.2165758829634,6.87,HIP 74359
228.8972494791080,+10.1265105211955,7.1,HIP 74670
229.6746243177159,+10.4277576224398,7.145,HIP 74930
229.1492124024691,+09.7129802803581,6.727,HIP 74749
230.1794440240865,+08.9137206837920,7.17,HIP 75096
231.2050902061014,+10.9928286284799,7.16,HIP 75448
231.0004584403595,+08.9058402894315,7.27,HIP 75361
231.6261501231489,+10.0360646291473,6.95,HIP 75584
233.9723467953839,+11.2656614387989,6.04,HIP 76372
234.7064338451054,+10.6157543693936,7.08,HIP 76619
234.1232290778236,+10.0101548406742,5.253,HIP 76425
236.6809250289825,+09.7862845389402,7.03,HIP 77283
239.0503965685234,+10.2973930657494,7.26,HIP 78055
240.9150369878761,+11.4335714991834,7.12,HIP 78672
241.4677487503242,+09.9359557822259,6.96,HIP 78858
241.9543693690202,+12.3735204643848,7.28,HIP 79028
242.3665222399444,+11.7479108657913,7.04,HIP 79166
242.0238004475372,+10.0804362026694,6.729,HIP 79047
243.9993953990401,+11.4252656161385,7.26,HIP 79704
246.5474415372137,+11.4074954087833,6.103,HIP 80514
246.6803195672483,+10.9905328891378,6.682,HIP 80548
250.2139163198959,+12.3950415445429,6.061,HIP 81659
248.1512162563,+11.4880410922,4.85,HIP 81008
250.8890831116778,+12.4185731003886,7.2,HIP 81884
252.2516071109792,+12.8819530566283,7.29,HIP 82304
252.2900129250637,+12.9091409276357,6.62,HIP 82316
252.3944070505173,+13.2611363998528,5.91,HIP 82350
253.0822229185816,+11.2418913898567,7,HIP 82544
253.3058134629648,+10.8744787995650,6.89,HIP 82604
255.9137583333749,+13.6053483471812,5.908,HIP 83478
254.9492850920497,+10.9154685399421,7.09,HIP 83165
255.9918433568199,+13.5674215487186,6.054,HIP 83504
256.3445444114618,+12.7408282331659,4.871,HIP 83613
257.6906320346706,+12.4669782546878,6.578,HIP 84036
258.5439600350465,+12.0396122377012,7.11,HIP 84308
259.2923314391588,+13.1342131722730,6.61,HIP 84560
260.4880564108416,+11.6722912095561,7.06,HIP 84965
261.9677020327870,+11.3905106350939,7.11,HIP 85463
263.5916430669983,+13.1609553265828,6.53,HIP 85979
263.7588654210125,+13.1377608441367,7.26,HIP 86041
264.1390657759555,+13.2592201143376,7.01,HIP 86172
264.1532890548556,+13.8132974372559,6.84,HIP 86179
263.9615967494491,+12.0469467142100,6.77,HIP 86107
262.5943896652187,+11.9240152895645,6.48,HIP 85666
263.0620011498053,+11.9300511148560,6.45,HIP 85826
264.0175190591232,+11.3126003383899,7.24,HIP 86123
263.73362272,+12.56003739,2.07,HIP 86032
264.7410593410085,+13.3292577650520,6.123,HIP 86373
266.0765533116032,+13.7839712094313,6.9,HIP 86813
266.3830172456912,+13.0195361211701,7.15,HIP 86912
267.6816846244990,+11.9465510925784,6.193,HIP 87335
270.3883478098950,+11.2857601317463,7.01,HIP 88272
271.9514712393478,+13.0711104992273,6.597,HIP 88814
273.3547121062575,+11.8842792116923,6.87,HIP 89309
274.5122593293946,+13.7770300915043,6.291,HIP 89677
274.6022434430003,+12.9804329647071,6.76,HIP 89700
274.7749592339622,+12.1933091710381,7.09,HIP 89767
274.4670401777884,+11.8777537100366,7.05,HIP 89665
274.5503707475733,+11.3962713064775,7.16,HIP 89688
275.6471607115789,+12.0296808487601,5.98,HIP 90052
277.3644482127985,+13.8549504681368,7.02,HIP 90618
277.6635843977513,+12.6112012718761,7.29,HIP 90727
280.3688092838269,+12.2365484773453,6.82,HIP 91659
280.0782427358734,+12.0542227058748,7.01,HIP 91559
279.3025762135871,+11.4215037137522,6.56,HIP 91286
279.3355770979083,+11.3558484818271,6.87,HIP 91297
281.4320196634718,+11.4970298195734,7.11,HIP 92052
281.9239884121627,+13.4423171150501,7.09,HIP 92222
283.5910368787255,+13.3897555740755,7.21,HIP 92778
283.8681879211317,+13.2224678239625,7.04,HIP 92876
284.3022645049093,+13.3724972783148,7.21,HIP 93046
285.4525037855304,+12.5409500286464,6.81,HIP 93438
286.7441787221,+11.0712270383,5.086,HIP 93867
284.9948259883421,+12.8900194067762,7.23,HIP 93273
287.1019348260630,+13.0979720351675,7.27,HIP 94009
287.2416762112288,+11.2935389048669,6.65,HIP 94064
287.3267047899855,+11.6267577642741,7.27,HIP 94098
287.3918586153671,+11.1150569076187,7.27,HIP 94120
288.3508599363431,+11.3449247835403,7.08,HIP 94452
288.5761000741470,+11.7127828260825,6.8,HIP 94524
289.4541648561556,+11.5954231528074,5.283,HIP 94834
289.9139512310687,+12.3746777335748,5.518,HIP 94982
289.9711130414866,+11.5349644936837,6.012,HIP 95002
291.1146261385056,+12.2828708672118,7,HIP 95406
291.6005617041387,+13.0238024959832,5.754,HIP 95572
291.6330701366549,+11.8510682453589,6.898,HIP 95586
291.73647581,+12.06205768,7.1,HIP 95620
292.6320638080183,+12.8168998659714,6.91,HIP 95926
292.8562666467169,+11.6279486703113,7.29,HIP 96024
294.0485517704524,+12.1616103079086,6.704,HIP 96420
293.6602688814922,+10.9527121381605,7.05,HIP 96282
294.0334812463901,+11.1501653243942,6.71,HIP 96416
294.2185625053035,+11.2731968343084,5.975,HIP 96481
295.5533850947413,+12.1932606064123,6.321,HIP 96931
295.64170119,+11.82658397,5.31,HIP 96957
297.1752402213,+11.8158937978,5.74,HIP 97473
297.2222464840977,+11.6851047715175,6.52,HIP 97489
296.1729469267110,+10.9125277166967,7.22,HIP 97145
297.1271432068739,+10.6940962281222,6.457,HIP 97454
298.0649196389288,+10.3515915362622,6.51,HIP 97787
296.5649178783,+10.6132613300,2.72,HIP 97278
299.0593826281405,+11.4237203096168,5.278,HIP 98103
299.8002288323373,+11.3055681816740,6.5,HIP 98377
300.5430126958875,+10.7389474978148,6.984,HIP 98641
300.7173659256652,+10.9116989149100,6.92,HIP 98705
298.9886019277772,+10.2071885770988,6.81,HIP 98079
301.8245013560008,+11.0537971705009,7.11,HIP 99111
302.1594951560273,+10.7258644323198,6.339,HIP 99234
303.7155071739858,+10.4723536859384,7.03,HIP 99796
305.0414193533625,+11.4693772189612,6.62,HIP 100262
305.8626013905082,+10.3631534906730,6.7,HIP 100559
306.4338098693119,+10.0559996089996,6.307,HIP 100762
307.4803838481298,+10.3020792871908,6.76,HIP 101125
308.4737905872836,+10.0597545581889,6.536,HIP 101473
307.57483601,+10.89592314,6.08,HIP 101160
312.9831764936558,+08.7727088649510,6.8,HIP 102986
314.0224516589069,+09.2603762498048,6.72,HIP 103333
227.1869046030422,+12.4888872404869,7.25,HIP 74109
227.6313180756510,+11.6736090826401,6.88,HIP 74253
228.1965515357903,+10.7023064062196,6.5,HIP 74441
230.5968073596924,+12.5675212975001,6.28,HIP 75230
232.2835785867431,+13.0326380260429,7.01,HIP 75799
232.0188699930199,+11.8616634438120,6.92,HIP 75714
232.5991645283900,+12.0000093584793,7.15,HIP 75920
235.79387637,+13.66767162,6.5,HIP 76985
234.3482229562790,+12.3016321600082,7.13,HIP 76492
235.0431112510225,+12.0529331991311,6.215,HIP 76733
235.4475600613307,+12.8475259979066,5.33,HIP 76866
235.8428559933323,+11.7110089232748,6.92,HIP 77001
236.8221378705312,+14.1154133297856,5.709,HIP 77336
237.0554418855367,+13.7890802532570,5.97,HIP 77412
237.2103479095135,+12.7236202895833,6.81,HIP 77455
238.3004040664987,+13.1966229721867,6.12,HIP 77801
237.3915633398642,+12.5586922527514,6.7,HIP 77506
239.3107131330448,+14.4144810583308,5.53,HIP 78132
239.18967557,+12.47793664,6.9,HIP 78097
240.22564083,+13.27164414,7,HIP 78446
241.5117794160708,+13.3209271127139,6.78,HIP 78875
243.2406883759890,+12.8006992501717,7.02,HIP 79465
246.3539801793524,+14.0332653113565,4.58,HIP 80463
249.1788931242884,+15.4974462235754,6.355,HIP 81337
248.4597779033538,+13.3947759625093,6.92,HIP 81095
249.4500422337468,+13.6870330988675,6.32,HIP 81425
249.2425173541984,+14.4752529312405,7.028,HIP 81362
251.3438228784154,+15.7452799126071,5.619,HIP 82028
252.7995978258418,+15.7947086512200,7.23,HIP 82468
252.4881809793479,+15.3769880671123,6.99,HIP 82372
253.0202115257237,+14.9742140830612,6.488,HIP 82526
252.9746628340301,+14.9418760661663,6.4,HIP 82516
252.0370352664247,+13.5902770381493,6.379,HIP 82241
253.5419818737900,+15.6234531866432,7.18,HIP 82692
254.0400628628112,+15.3836673796043,6.58,HIP 82870
254.6580366987274,+15.4543358851054,6.9,HIP 83083
254.16522993,+14.14025369,6.88,HIP 82918
255.7827990343153,+14.0919476813834,4.98,HIP 83430
255.3877148739606,+14.9497189799423,6.31,HIP 83308
254.3834992521165,+13.8841131948822,6.361,HIP 82989
253.8166273660206,+13.6199095408078,6.34,HIP 82798
257.0655391094171,+16.0939277821922,6.66,HIP 83855
256.5671697056282,+15.2296523296555,7.08,HIP 83689
257.2582896081960,+14.9610639685658,7.073,HIP 83918
257.9974296930687,+14.4877450159392,7.2,HIP 84133
258.66190909,+14.39034061,3.06,HIP 84345
261.1314059873127,+16.3010077546557,5.736,HIP 85185
261.4203739797850,+16.3839568389952,6.62,HIP 85289
260.1509653108900,+15.1594270129756,7.13,HIP 84857
261.1408352711352,+15.6060471079677,6.409,HIP 85187
261.88662074,+16.45686850,7.27,HIP 85434
263.4141231683796,+16.3175464134237,5.672,HIP 85930
263.6134795215693,+16.5043725821337,6.6,HIP 85987
263.1001435394984,+14.3838013650395,7.01,HIP 85838
263.4282491769833,+14.8415987140352,6.48,HIP 85934
265.4942987197692,+15.9524327074878,5.54,HIP 86623
265.2957977797935,+15.1783735736521,6.332,HIP 86546
265.8417608926540,+14.2951695271557,6.211,HIP 86732
266.0718627752002,+14.4100677000055,6.194,HIP 86809
267.99358542,+15.32637467,6.42,HIP 87427
270.0142337914180,+16.7509126523202,4.67,HIP 88128
270.2386277139082,+15.0935519430815,6.28,HIP 88217
272.53636636,+16.47658499,6.1,HIP 89023
271.8362663725779,+15.2347076844182,7.25,HIP 88769
271.8382850533951,+15.9164756704829,6.66,HIP 88772
272.1405666306569,+14.2847170628055,6.323,HIP 88862
273.3152454386426,+16.2731792186016,6.77,HIP 89294
274.8179787008725,+15.8260383978463,6.97,HIP 89777
275.7622078242321,+16.6879961487304,6.22,HIP 90086
275.8310614803622,+14.7000412402927,6.73,HIP 90111
277.4976287341412,+15.9443989792597,7.17,HIP 90669
276.4801246850938,+14.9662397772250,6.364,HIP 90337
279.2877498308857,+16.1982949353408,6.307,HIP 91279
279.1754762069717,+15.4480912746327,6.76,HIP 91247
280.6539848144711,+15.1993867559236,6.92,HIP 91752
279.6433231200033,+15.0836891823815,6.773,HIP 91408
280.6863392217546,+14.8423140350181,7.21,HIP 91764
281.4228790149561,+15.7254097260158,6.68,HIP 92047
282.0943795460146,+15.3941373470281,6.93,HIP 92279
282.4269722258233,+15.9345441701453,6.676,HIP 92393
283.7010853092705,+15.3426730919328,7.08,HIP 92825
282.2960376448447,+14.6580982506544,7.11,HIP 92339
283.0776469439234,+14.5354946976494,6.52,HIP 92620
283.5316821539991,+15.0063477320866,7.24,HIP 92757
283.8766936349459,+14.3849288761449,6.61,HIP 92879
283.0080148926776,+13.9656519394703,6.2,HIP 92593
284.29818371,+14.83302384,7.14,HIP 93044
286.2212986805146,+15.7359893071451,7,HIP 93708
284.9056733698438,+15.0683001960026,4.02,HIP 93244
284.6955165711269,+13.9066512628702,5.89,HIP 93179
286.3525333979,+13.8634772811,2.99,HIP 93747
284.7739133184376,+13.6222423636696,5.258,HIP 93203
287.1475983507139,+14.4352234537366,6.63,HIP 94027
287.2487039382285,+14.7805180246678,6.74,HIP 94067
288.3140952970970,+15.0356334078121,6.685,HIP 94436
288.3239933875394,+14.9427127682296,7.28,HIP 94445
288.8337100866100,+15.0836509305074,5.571,HIP 94624
289.1116284271725,+14.5445942804192,5.63,HIP 94720
290.2245732830907,+13.5765899610168,6.903,HIP 95107
290.7842990481710,+14.9209906263481,6.66,HIP 95287
292.3423077638850,+14.5960171014710,5.564,HIP 95822
291.8912818614983,+14.2824803405565,6.303,HIP 95664
294.0653426115600,+14.3910672769199,6.364,HIP 96428
295.2838297234017,+13.1705201998788,7.26,HIP 96845
295.2730346246,+13.8156806147,5.996,HIP 96840
297.0358938986295,+13.4544300843114,6.96,HIP 97431
296.1424619028923,+13.3027795286084,6.243,HIP 97139
296.1492347066934,+13.2303406123546,6.83,HIP 97141
300.2838927333551,+14.5231808419119,7.15,HIP 98547
300.6917993203579,+14.5826894550521,6.73,HIP 98695
300.5827845446867,+13.9093807312568,6.65,HIP 98657
300.2161530013051,+13.3797372565930,7.22,HIP 98517
300.6720250166389,+12.3587392297828,6.723,HIP 98690
301.2730678878871,+13.7641352498968,7.2,HIP 98911
301.7577168192660,+13.3242983230702,7.18,HIP 99093
302.2069915871310,+12.2283637933357,7.16,HIP 99250
301.6410880205766,+12.6816331020079,7.29,HIP 99048
303.2630711661537,+11.8508651203025,6.51,HIP 99623
305.0007875880738,+13.5480871383647,5.938,HIP 100256
304.8720667065314,+13.2167653650886,6.21,HIP 100208
305.6871361027078,+12.4433556694008,6.74,HIP 100498
307.2864822295037,+12.6810338671510,6.935,HIP 101055
308.4877121308145,+13.0272308471137,5.38,HIP 101483
307.7997770512,+11.2592882439,7.12,HIP 101233
307.8044627228716,+11.2605939236679,7.11,HIP 101235
308.3032163325,+11.3032614408,4.03,HIP 101421
309.4546653387505,+11.3776726105734,5.418,HIP 101800
309.9661471428688,+11.2496396975397,6.385,HIP 101966
312.4073639500695,+12.5451268186153,5.991,HIP 102805
314.6080568629025,+10.8392850264606,5.506,HIP 103527
227.2229825624549,+13.2352318856657,6.142,HIP 74121
229.0297319007237,+13.4701973516634,7.133,HIP 74711
231.4474860070735,+15.4280362924001,5.17,HIP 75530
234.1218318329914,+16.1190858227331,5.926,HIP 76424
234.9164382402875,+16.3140145218762,6.97,HIP 76699
235.2462515449977,+16.0245910449229,5.991,HIP 76810
234.1773955923960,+14.9247912386074,7.1,HIP 76438
234.1174265166041,+15.1014414457622,6.25,HIP 76423
236.5999661947328,+15.5267009626093,6.69,HIP 77249
236.5468931075,+15.4218321850,3.67,HIP 77233
238.3952905321386,+16.0749345295122,6.22,HIP 77835
237.6738852067803,+15.1336336204354,7.1,HIP 77615
239.1132612283,+15.6616168056,3.84,HIP 78072
242.0188568184810,+17.0469770704224,4.994,HIP 79043
242.0206102088952,+17.0543614700835,6.23,HIP 79045
242.1942971939579,+17.2056365119088,6.127,HIP 79102
242.8697434650744,+16.6656912775158,6.082,HIP 79332
246.6633557952884,+15.9726376781804,6.69,HIP 80543
248.8595328988583,+17.0573416129579,6.403,HIP 81231
248.8588901021066,+17.1007665089561,7.249,HIP 81230
250.0511133453027,+17.7072177374455,7.21,HIP 81618
253.1714242922805,+18.0621325754171,6.806,HIP 82568
253.8423660634758,+18.4332127374248,5.354,HIP 82802
254.0918010999663,+16.2852559989322,7.24,HIP 82892
259.1296444519865,+18.0196735980344,7.12,HIP 84498
258.7829169556418,+17.8015176741880,7.16,HIP 84385
260.0786275520886,+18.0570711944049,5,HIP 84833
259.4932212288242,+17.1246145953162,7.04,HIP 84623
259.5205662579019,+17.3178704857496,5.992,HIP 84631
261.4765198845335,+16.9175768741853,5.98,HIP 85302
260.3893377813232,+16.7312268101978,6.34,HIP 84938
262.8279522517815,+19.5219463042211,6.77,HIP 85744
263.3451014361274,+19.2566765990993,5.648,HIP 85912
262.9754717614370,+16.8240126652781,6.98,HIP 85799
263.2886021295806,+16.7692823104030,6.98,HIP 85892
266.8827910985604,+18.8893566876311,6.67,HIP 87069
265.5628678433824,+17.2283391130115,7.18,HIP 86648
266.78352791,+17.69701369,5.61,HIP 87044
267.1994580349295,+19.2549909116351,6.125,HIP 87192
268.1300413950,+16.9005107525,6.61,HIP 87485
270.1152424510880,+19.5057864979220,6.43,HIP 88172
270.8106775100381,+19.6131544531410,6.42,HIP 88429
270.8357197434143,+19.5558742587152,7.01,HIP 88434
271.2515515290424,+16.9266694279201,6.96,HIP 88563
274.5321409988769,+18.1316869513712,6.23,HIP 89684
274.4785179590755,+17.9813180448526,6.91,HIP 89669
275.7043324194302,+17.8266153749866,5.249,HIP 90067
278.3110654026564,+18.9155535883958,6.84,HIP 90955
277.3369224747901,+17.9839201325979,6.77,HIP 90609
277.7685370912437,+16.9285562569298,5.75,HIP 90762
278.8024956748636,+18.2034256174175,5.79,HIP 91118
281.5187719013953,+18.4878347468067,6.96,HIP 92089
281.6723411157667,+18.7059078269575,6.179,HIP 92131
281.7551352571979,+18.1815105858727,4.36,HIP 92161
284.0158315559406,+17.9953374124351,6.63,HIP 92934
281.8330886861765,+16.9085135765330,6.79,HIP 92191
284.5614509240737,+17.3609154417219,5.38,HIP 93124
285.8929562710255,+17.2807619801914,7.07,HIP 93586
286.0406603380636,+17.5560900489457,6.927,HIP 93645
286.0080201535316,+16.4633083724289,6.95,HIP 93632
287.1675167339853,+16.8513108499660,6.647,HIP 94034
288.8890100521762,+18.5163491765231,6.457,HIP 94646
289.00772072,+16.16101470,7.21,HIP 94688
289.6881748603443,+16.4883612942708,7.01,HIP 94905
291.8606820452648,+18.2958864439891,6.86,HIP 95657
290.5161806216901,+17.7533835710562,7.06,HIP 95204
292.0263056976927,+17.8467196501825,6.867,HIP 95717
291.0919652149672,+16.9377208420115,6.247,HIP 95398
291.1892020874418,+16.9570192406330,6.842,HIP 95435
292.6052865583022,+17.6952543578215,7.25,HIP 95919
292.5928402125654,+16.7111321631328,7.28,HIP 95915
295.2622480746724,+17.4760418454674,4.38,HIP 96837
294.3224718307341,+16.4628019766734,5.659,HIP 96516
294.5403824988011,+17.2432166558683,6.92,HIP 96588
294.8555644773593,+16.5711211644492,6.344,HIP 96688
293.5779389203728,+16.2649975728012,7.021,HIP 96254
294.0958734313621,+15.8923233482161,7.12,HIP 96434
293.8634430603407,+15.6105737650224,6.53,HIP 96353
297.7454940550831,+16.8577389405181,7.27,HIP 97670
299.4393567106215,+16.7891595526741,5.534,HIP 98234
299.5595361492092,+16.4937307069098,6.85,HIP 98291
299.0052559471973,+16.6347878545530,5.36,HIP 98085
300.6423142195141,+15.5920745814395,7.115,HIP 98677
300.8750632808214,+16.0312517926153,5.658,HIP 98754
298.9997534777717,+15.0470274875036,7.06,HIP 98083
301.3606080632866,+15.5004279918782,6.34,HIP 98954
300.9567255619918,+14.9829840996879,7.03,HIP 98788
301.8805881351215,+16.6473015312831,7.17,HIP 99131
302.0270934941324,+16.6643851016529,6.4,HIP 99176
303.0768469390707,+16.2171017941253,7.29,HIP 99563
303.3948786739419,+16.2652219017884,6.86,HIP 99670
303.5692460742477,+15.1976040979278,4.946,HIP 99742
303.9405366317627,+15.3171334948846,6.85,HIP 99873
305.0640675191361,+15.5428893037584,6.765,HIP 100269
305.9770585422324,+16.0468880892552,6.77,HIP 100598
305.0855151598405,+14.5692553796578,6.17,HIP 100274
305.3145096125071,+15.1042862672683,6.59,HIP 100365
305.7182055377569,+14.5510963783168,6.152,HIP 100511
305.8305641805993,+15.3620545445597,7.24,HIP 100551
304.7882327357396,+14.3841704832137,7.19,HIP 100174
304.8381821433662,+14.3707136229968,6.834,HIP 100192
306.5066574701103,+13.9116104752367,6.35,HIP 100781
308.8272318113,+14.6742131969,4.647,HIP 101589
309.38725542,+14.59508875,3.63,HIP 101769
309.6832768156980,+13.3151261939593,5.71,HIP 101882
310.3175334054679,+14.5828769306230,5.998,HIP 102080
310.8647224304,+15.0745770283,4.417,HIP 102281
310.4069036104315,+13.8088029654998,6.805,HIP 102114
309.9677086372690,+13.4196627324480,7.1,HIP 101967
312.3110813267139,+14.6058048027104,7.09,HIP 102758
312.4127069249859,+13.9629387994306,7.1,HIP 102807
312.5395203213543,+13.2983507297144,7.23,HIP 102850
313.9028710943863,+13.7215344542990,5.182,HIP 103294
313.9107065133273,+12.5685724770741,5.54,HIP 103298
232.3004840034044,+16.3956179575501,6.382,HIP 75810
232.4352168682592,+16.1920024099429,7.176,HIP 75861
233.0403122887270,+16.0561682104863,6.216,HIP 76069
233.2696583430900,+16.0120353005158,6.55,HIP 76136
233.8884576636986,+17.6555562084640,6.113,HIP 76337
233.4696080209464,+17.1373564193690,6.49,HIP 76198
235.4779862478302,+18.4640363406990,5.792,HIP 76878
236.1755524233168,+17.2642220795592,6.136,HIP 77111
236.2007417993004,+16.7373554851817,6.99,HIP 77118
238.9160554499886,+18.6207437341933,6.257,HIP 77995
237.1849031829,+18.1415650617,4.09,HIP 77450
238.2338156642173,+17.4031486773553,6.28,HIP 77782
240.9576428231566,+17.8027713852612,6.75,HIP 78690
243.2143347253370,+19.1015488111300,7.08,HIP 79453
243.8693129803498,+18.8080882569283,5.69,HIP 79666
245.4800600208,+19.1531282758,3.76,HIP 80170
